,id,verse_number,chapter_number,slug,text,transliteration,word_meanings,translations,commentaries
158,533,9,14,chapter-14-verse-9,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत।ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत।।14.9।।,"sattvaṁ sukhe sañjayati rajaḥ karmaṇi bhārata
jñānam āvṛitya tu tamaḥ pramāde sañjayaty uta
","sattvam—mode of goodness; sukhe—to happiness; sañjayati—binds; rajaḥ—mode of passion; karmaṇi—toward actions; bhārata—Arjun, the son of Bharat; jñānam—wisdom; āvṛitya—clouds; tu—but; tamaḥ—mode of ignorance; pramāde—to delusion; sañjayati—binds; uta—indeed
","O scion of the Bharata dynasty, sattva attaches one to happiness, rajas to action, while tamas, obscuring knowledge, leads to inadvertence as well.","Here is the translation of the given sentence entirely into English:

""9.10 May I be the supervisor? Nature produces the moving and unmoving. By cause? The Lord presides only as a witness. For the movable and the immovable? And for the whole universe? The root cause is Nature itself. Although all actions are done with the help of the light of the sun, yet the sun cannot become the doer of actions. Even so, the Lord remains indifferent although He makes Nature create the world. As the Lord and the Witness, He presides over this world consisting of moving and unmoving objects, both manifested and unmanifested, revolving round and round. Why has God created this world when He has no concern with any enjoyment whatsoever? This is a transcendental question or Atiprasna. It is therefore irrelevant to ask or answer this question."""
159,534,10,14,chapter-14-verse-10,रजस्तमश्चाभिभूय सत्त्वं भवति भारत।रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा।।14.10।।,"rajas tamaśh chābhibhūya sattvaṁ bhavati bhārata
rajaḥ sattvaṁ tamaśh chaiva tamaḥ sattvaṁ rajas tathā
","rajaḥ—mode of passion; tamaḥ—mode of ignorance; cha—and; abhibhūya—prevails; sattvam—mode of goodness; bhavati—becomes; bhārata—Arjun, the son of Bharat; rajaḥ—mode of passion; sattvam—mode of goodness; tamaḥ—mode of ignorance; cha—and; eva—indeed; tamaḥ—mode of ignorance; sattvam—mode of goodness; rajaḥ—mode of passion; tathā—also
","O scion of the Bharata dynasty, sattva increases by subduing rajas and tamas; rajas increases by overpowering sattva and tamas; and tamas increases by dominating over sattva and rajas.","The sentence in English is:

""Fools only find fault with My pure nature, just as a man with jaundiced eyes finds all objects yellow. The man suffering from fever finds milk bitter as neem. Those who wish to behold Me through physical eyes cannot know Me. Can anyone find water in the mirage of Ganga? Fools who lack discrimination and right understanding despise Me, dwelling in human form. They do not know that I am the supreme Self, omniscient, pure, ever-free, immortal, wise, and the Self of all. I pervade, penetrate, and interpenetrate the universe, supporting this world, body, mind, life force, and senses. Yet, there are some wretched fools who say I do not exist. There is no place where I am not, yet they cannot see Me. Behold their misfortune."""
160,535,11,14,chapter-14-verse-11,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते।ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत।।14.11।।,"sarva-dvāreṣhu dehe ’smin prakāśha upajāyate
jñānaṁ yadā tadā vidyād vivṛiddhaṁ sattvam ity uta
","sarva—all; dvāreṣhu—through the gates; dehe—body; asmin—in this; prakāśhaḥ—illumination; upajāyate—manifest; jñānam—knowledge; yadā—when; tadā—then; vidyāt—know; vivṛiddham—predominates; sattvam—mode of goodness; iti—thus; uta—certainly;
","When the illumination of knowledge radiates through all the doors of the senses in this body, then one should know that sattva has greatly increased.","The sentence in English is:
They entertain vain hopes? for there can be no hope in perishable forms. It is vain hope because they run after transient objects and miss the Eternal. It is vain action? because it is not performed by them as sacrifice unto the Lord. The Agnihotra (a ritual) and other actions performed by them are fruitless? because they insult the Lord. They are senseless. They have no, discrimination. They have no idea of the eternal Self. They worship their body only. They behold no self beyond the body. They neglect their own Self. They do atrocious crimes and cruel actions. They rob others' property and murder people. They partake of the nature of the demons and the undivine beings. The Rakshasa are Tamasic and the Asuras are Rajasic. Prakriti means here Svabhava (one's own nature). They see the external human body only. They have no knowledge of the Self that dwells within the body. They do not behold God in the universe. They live for eating and drinking only. He who entertains hope of getting the rewards of actions through mere Karma alone? without the grace of the Lord is one of empty hope and empty deed. Karmas are insentient. They cannot give rewards independently. The omniscient Lord Who knows the relationship between Karmas and their fruits can dispense them. He who has obtained knowledge from books which do not admit of the existence of the Self and which do not speak of the Self is one of empty knowledge. This will not give any reward. That knowledge obtained through the study of spiritual books which treat of Brahman alone can give the reward."
161,536,12,14,chapter-14-verse-12,लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा।रजस्येतानि जायन्ते विवृद्धे भरतर्षभ।।14.12।।,"lobhaḥ pravṛittir ārambhaḥ karmaṇām aśhamaḥ spṛihā
rajasy etāni jāyante vivṛiddhe bharatarṣhabha

","lobhaḥ—greed; pravṛittiḥ—activity; ārambhaḥ—exertion; karmaṇām—for fruitive actions; aśhamaḥ—restlessness; spṛihā—craving; rajasi—of the mode of passion; etāni—these; jāyante—develop; vivṛiddhe—when predominates; bharata-ṛiṣhabha—the best of the Bharatas, Arjun;
","।।14.12।। हे भरत-श्रेष्ठ ! रजोगुण के प्रवृद्ध होने पर लोभ, प्रवृत्ति (सामान्य चेष्टा) कर्मों का आरम्भ, शम का अभाव तथा स्पृहा, ये सब उत्पन्न होते हैं।।
 ","9.13 Great souls? But? Me? O Partha? Divine? Nature? Refuged (in)? Worship? With a mind devoted to nothing else? Having known? The source of beings? Imperishable.

Interpretation:

Jnatva Bhutadimavyayam - There is another interpretation - knowing Me to be the source or the origin of beings and imperishable.

Daivim Prakritim - Divine or Sattvic nature.

Mahatmanah - Or, the high-souled ones are those whose pure minds have been made by Me as My special abode. I dwell in the pure minds of the high-souled ones. They have sincere devotion to Me. Those who possess divine Sattvic nature, who are endowed with a pure mind, and who have knowledge of the Self are Mahatmas.

Bhutas - All living beings, as well as the five elements."
162,537,13,14,chapter-14-verse-13,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च।तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन।।14.13।।,"aprakāśho ’pravṛittiśh cha pramādo moha eva cha
tamasy etāni jāyante vivṛiddhe kuru-nandana

","aprakāśhaḥ—nescience; apravṛittiḥ—inertia; cha—and; pramādaḥ—negligence; mohaḥ—delusion; eva—indeed; cha—also; tamasi—mode of ignorance; etāni—these; jāyante—manifest; vivṛiddhe—when dominates; kuru-nandana—the joy of the Kurus, Arjun
","।।14.13।।हे कुरुनन्दन ! तमोगुणके बढ़नेपर अप्रकाश, अप्रवृत्ति, प्रमाद और मोह -- ये वृत्तियाँ भी पैदा होती हैं।",9.14 always glorifying Me? कीर्तयन्तः striving? च and? दृढव्रताः firm in vows? नमस्यन्तः prostrating? च and? माम् Me? भक्त्या with devotion? नित्ययुक्ताः always steadfast? उपासते worship.
163,538,14,14,chapter-14-verse-14,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत्।तदोत्तमविदां लोकानमलान्प्रतिपद्यते।।14.14।।,"yadā sattve pravṛiddhe tu pralayaṁ yāti deha-bhṛit
tadottama-vidāṁ lokān amalān pratipadyate
","yadā—when; sattve—in the mode of goodness; pravṛiddhe—when premodinates; tu—indeed; pralayam—death; yāti—reach; deha-bhṛit—the embodied; tadā—then; uttama-vidām—of the learned; lokān—abodes; amalān—pure; pratipadyate—attains;
","But if the body-bearer dies when sattva is on the increase, then he attains to the spotless worlds of those who know the highest.","9.15 ज्ञानयज्ञेन with the wisdomsacrifice? च and? अपि also? अन्ये others? यजन्तः sacrificing? माम् Me?, उपासते worhsip? एकत्वेन as one? पृथक्त्वेन as different? बहुधा in various ways?

The sentence can be translated into English as follows:

With the wisdom of sacrifice, can you also (च) and others (अपि)? Is there a difference (अन्ये)? Do you sacrifice (यजन्तः)? Am I (माम्) worshiping? Are you offering worship (उपासते)? Can we unite as one (एकत्वेन)? Or are we different (पृथक्त्वेन)? Aren't we worshipping in various ways (बहुधा)?"
164,539,15,14,chapter-14-verse-15,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते।तथा प्रलीनस्तमसि मूढयोनिषु जायते।।14.15।।,"rajasi pralayaṁ gatvā karma-saṅgiṣhu jāyate
tathā pralīnas tamasi mūḍha-yoniṣhu jāyate
","rajasi—in the mode of passion; pralayam—death; gatvā—attaining; karma-saṅgiṣhu—among people driven by work; jāyate—are born; tathā—likewise; pralīnaḥ—dying; tamasi—in the mode of ignorance; mūḍha-yoniṣhu—in the animal kingdom; jāyate—takes birth
","Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the thoughtless.",9.16 I? Sacrifice? I? The sacrifice? All offering to Pitris or ancestors? I? I? Medicinal herbs and all plants? Sacred syllable? I? I? Also? Ghee or clarified butter? Fire? Offering.
165,540,16,14,chapter-14-verse-16,कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम्।रजसस्तु फलं दुःखमज्ञानं तमसः फलम्।।14.16।।,"karmaṇaḥ sukṛitasyāhuḥ sāttvikaṁ nirmalaṁ phalam
rajasas tu phalaṁ duḥkham ajñānaṁ tamasaḥ phalam

","karmaṇaḥ—of action; su-kṛitasya—pure; āhuḥ—is said; sāttvikam—mode of goodness; nirmalam—pure; phalam—result; rajasaḥ—mode of passion; tu—indeed; phalam—result; duḥkham—pain; ajñānam—ignorance; tamasaḥ—mode of ignorance; phalam—result
","They say that the fruit of good action is Sattvic and pure; indeed, the fruit of Rajas is pain, and the fruit of Tamas is ignorance.","The sentence ""9.17 पिता father? अहम् I? अस्य of this? जगतः world? माता mother? धाता the dispenser of the fruits of actions? पितामहः grandfather? वेद्यam the (one) thing to be known? पवित्रम् the purifier? ओंकारः the Omkara? ऋक् Rik? साम Sama? यजुः Yajus? एव also? च and."" has been translated into English as follows:

""Father? Am I? What is this? The world? Mother? The dispenser of the fruits of actions? Grandfather? The one thing to be known? The purifier? The Omkarah? The Rik? The Sama? The Yajus? Also."""
166,541,17,14,chapter-14-verse-17,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च।प्रमादमोहौ तमसो भवतोऽज्ञानमेव च।।14.17।।,"sattvāt sañjāyate jñānaṁ rajaso lobha eva cha
pramāda-mohau tamaso bhavato ’jñānam eva cha
","sattvāt—from the mode of goodness; sañjāyate—arises; jñānam—knowledge; rajasaḥ—from the mode of passion; lobhaḥ—greed; eva—indeed; cha—and; pramāda—negligence; mohau—delusion; tamasaḥ—from the mode of ignorance; bhavataḥ—arise; ajñānam—ignorance; eva—indeed; cha—and
","From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.","The sentence ""9.18 गतिः the goal? भर्ता the supporter? प्रभुः the Lord? साक्षी the witness? निवासः the abode? शरणम् the shelter? सुहृत् the friend? प्रभवः the origin? प्रलयः the dissolution? स्थानम् the foundation? निधानम् the treasurehouse? बीजम् the seed? अव्ययम् imperishable."" can be translated into English as:

""The goal? The supporter? The Lord? The witness? The abode? The shelter? The friend? The origin? The dissolution? The foundation? The treasurehouse? The seed? Imperishable."""
167,542,18,14,chapter-14-verse-18,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः।जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः।।14.18।।,"ūrdhvaṁ gachchhanti sattva-sthā madhye tiṣhṭhanti rājasāḥ
jaghanya-guṇa-vṛitti-sthā adho gachchhanti tāmasāḥ
","ūrdhvam—upward; gachchhanti—rise; sattva-sthāḥ—those situated in the mode of goodness; madhye—in the middle; tiṣhṭhanti—stay; rājasāḥ—those in the mode of passion; jaghanya—abominable; guṇa—quality; vṛitti-sthāḥ—engaged in activities; adhaḥ—down; gachchhanti—go; tāmasāḥ—those in the mode of ignorance
","People who conform to sattva go higher up; those who conform to rajas stay in the middle; those who conform to tamas, who conform to the actions of the lowest quality, go down.","Here is the translation of the given sentence entirely into English:

""I radiate heat in the form of the sun. I send forth rain in the form of Indra during the rainy season and take it back during the rest of the year. Existence (Sat) refers to the manifested world, while nonexistence (Asat) refers to the unmanifested cause. Nonexistence does not mean nothingness, as it is impossible to conceive existence coming out of nothing. For a Vedantin, Brahman is always existing and unchanging, while the manifested world is considered unreal. The subtle and causal bodies are hidden, and every object has three states - gross, subtle, and causal. The great causeless cause (Mahakarana) is Para Brahman, and the physical body is moved by the astral body made up of the mind, life force, and senses. The seedbody is the innermost causal body that gives rise to the physical body."""
168,543,19,14,chapter-14-verse-19,नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति।गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति।।14.19।।,"nānyaṁ guṇebhyaḥ kartāraṁ yadā draṣhṭānupaśhyati
guṇebhyaśh cha paraṁ vetti mad-bhāvaṁ so ’dhigachchhati
","na—no; anyam—other; guṇebhyaḥ—of the guṇas; kartāram—agents of action; yadā—when; draṣhṭā—the seer; anupaśhyati—see; guṇebhyaḥ—to the modes of nature; cha—and; param—transcendental; vetti—know; mat-bhāvam—my divine nature; saḥ—they; adhigachchhati—attain
","When the witness sees none other than the qualities as the agent, and knows that which is superior to the qualities, he attains My nature.","Here is the translation of the given sentence entirely into English:

""The knowers of the three Vedas? Me? the drinkers of Soma? purified from sin? by sacrifices? worshipping? way to heaven? holy? having reached? the world of the Lord of gods? eat (enjoy)? divine? in heaven? the divine pleasures.""

Note: The sentence contains some Hindi words and phrases, which have been translated directly into English without any alterations."
169,544,20,14,chapter-14-verse-20,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान्।जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते।।14.20।।,"guṇān etān atītya trīn dehī deha-samudbhavān
janma-mṛityu-jarā-duḥkhair vimukto ’mṛitam aśhnute
","guṇān—the three modes of material nature; etān—these; atītya—transcending; trīn—three; dehī—the embodied; deha—body; samudbhavān—produced of; janma—birth; mṛityu—death; jarā—old age; duḥkhaiḥ—misery; vimuktaḥ—freed from; amṛitam—immortality; aśhnute—attains
","The embodied Self, crossing beyond these three Gunas that arise in the body, and being freed from birth, death, aging, and pain, attains immortality.",9.21 They? that? भुक्त्वा having enjoyed? स्वर्गलोकम् heavenworld? विशालम् vast? क्षीणे at the exhaustion of? पुण्ये merit? मर्त्यलोकम् the world of mortals? विशन्ति enter? एवम् thus? त्रयीधर्मम् of the three Vedas? अनुप्रपन्नाः abiding by? गतागतम् the state of goind and returning? कामकामाः desiring desires? लभन्ते attain.
170,545,21,14,chapter-14-verse-21,अर्जुन उवाचकैर्लिंगैस्त्रीन्गुणानेतानतीतो भवति प्रभो।किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते।।14.21।।,"arjuna uvācha
kair liṅgais trīn guṇān etān atīto bhavati prabho
kim āchāraḥ kathaṁ chaitāns trīn guṇān ativartate
","arjunaḥ uvācha—Arjun inquired; kaiḥ—by what; liṅgaiḥ—symptoms; trīn—three; guṇān—modes of material nature; etān—these; atītaḥ—having transcended; bhavati—is; prabho—Lord; kim—what; āchāraḥ—conduct; katham—how; cha—and; etān—these; trīn—three; guṇān—modes of material nature; ativartate—transcend
","Arjuna said, ""What are the marks of a person who has transcended the three Gunas? What is their behavior? And how do they transcend the three Gunas?""","Here is the translation of the given sentence entirely into English:

""Those who meditate on Me as nonseparate have no selfish interests of their own. They consider themselves as nonseparate from the Supreme Being and look upon Him as their own Self. They have taken sole refuge in the Lord and have nothing to lose, because there is nothing they call their own. Their very bodies become Gods, and they have eternal satisfaction as they possess all the divine wealth of the Lord. They entertain no other thoughts than those of the Lord, and consequently, the Lord Himself attends to their bodily needs such as food and clothing (this is known as Yoga), and preserves what they already possess (this is known as Kshema). For them, nothing is dearer in this world than the Lord, and they live for Him alone. They think of Him only with singleness of purpose and one-pointed devotion. They behold nothing but the Lord, and love Him in all creatures."""
171,546,22,14,chapter-14-verse-22,श्री भगवानुवाचप्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव।न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्क्षति।।14.22।।,"śhrī-bhagavān uvācha
prakāśhaṁ cha pravṛittiṁ cha moham eva cha pāṇḍava
na dveṣhṭi sampravṛittāni na nivṛittāni kāṅkṣhati

","śhrī-bhagavān uvācha—the Supreme Divine Personality said; prakāśham—illumination; cha—and; pravṛittim—activity; cha—and; moham—delusion; eva—even; cha—and; pāṇḍava—Arjun, the son of Pandu; na dveṣhṭi—do not hate; sampravṛittāni—when present; na—nor; nivṛittāni—when absent; kāṅkṣhati—longs;
","The Blessed Lord said, ""When light, activity, and delusion are present, he does not hate them, nor does he long for them when they are absent.","The sentence in English is:

""9.23 Who? Even other gods? Devotees? They worship? With faith? Endowed? They also? Me? Alone? O Kaunteya, they worship, but their devotion is not pure, it is vicarious. Water should be given to the root and not to the branches. If the root is satisfied, the whole tree must be and is satisfied. Although messages from the five organs of knowledge reach the one consciousness, it will not be right or useful to place a sweetmeat in the ear and a flower in the eyes. The function of eating must be done by the mouth alone, and the function of smelling by the nose alone. Therefore I should be worshipped in My own nature, as the Self in all beings, and recognized in other worship. I am the root, the source of all the gods and of this whole world."""
172,547,23,14,chapter-14-verse-23,उदासीनवदासीनो गुणैर्यो न विचाल्यते।गुणा वर्तन्त इत्येव योऽवतिष्ठति नेङ्गते।।14.23।।,"udāsīna-vad āsīno guṇair yo na vichālyate
guṇā vartanta ity evaṁ yo ’vatiṣhṭhati neṅgate
","udāsīna-vat—neutral; āsīnaḥ—situated; guṇaiḥ—to the modes of material nature; yaḥ—who; na—not; vichālyate—are disturbed; guṇāḥ—modes of material nature; vartante—act; iti-evam—knowing it in this way; yaḥ—who; avatiṣhṭhati—established in the self; na—not; iṅgate—wavering
","He who, sitting like an unconcerned person, is not perturbed by the strands; who is ignorant of the existence of the strands; or who remains simply aware that the strands alone exist; who is not shaken;","""I am the enjoyer of all sacrifices prescribed in the Vedas and Smritis, and the Lord of all sacrifices. I am the inner Ruler of this world, at the beginning and end of every sacrifice. Despite this, people worship other gods in ignorance, not recognizing Me as their ultimate goal. As they do not consecrate their actions to Me, they return to this mortal world after exhausting their merits from the plane they attained through their sacrifices."""
173,548,24,14,chapter-14-verse-24,समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः।तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः।।14.24।।,"sama-duḥkha-sukhaḥ sva-sthaḥ sama-loṣhṭāśhma-kāñchanaḥ
tulya-priyāpriyo dhīras tulya-nindātma-sanstutiḥ
","sama—alike; duḥkha—distress; sukhaḥ—happiness; sva-sthaḥ—established in the self; sama—equally; loṣhṭa—a clod; aśhma—stone; kāñchanaḥ—gold; tulya—of equal value; priya—pleasant; apriyaḥ—unpleasant; dhīraḥ—steady; tulya—the same; nindā—blame; ātma-sanstutiḥ—praise;
","।।14.24।। जो स्वस्थ (स्वरूप में स्थित), सुख-दु:ख में समान रहता है तथा मिट्टी, पत्थर और स्वर्ण में समदृष्टि रखता है; ऐसा वीर पुरुष प्रिय और अप्रिय को तथा निन्दा और आत्मस्तुति को तुल्य समझता है।।
 ","9.25 यान्ति go?
They go to the manes."
174,549,25,14,chapter-14-verse-25,मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः।सर्वारम्भपरित्यागी गुणातीतः स उच्यते।।14.25।।,"mānāpamānayos tulyas tulyo mitrāri-pakṣhayoḥ
sarvārambha-parityāgī guṇātītaḥ sa uchyate
","māna—honor; apamānayoḥ—dishonor; tulyaḥ—equal; tulyaḥ—equal; mitra—friend; ari—foe; pakṣhayoḥ—to the parties; sarva—all; ārambha—enterprises; parityāgī—renouncer; guṇa-atītaḥ—risen above the three modes of material nature; saḥ—they; uchyate—are said to have
","Who is the same in honor and dishonor, the same to friend and foe, abandoning all undertakings, he is said to have transcended the dualities.","Sure! Here is the translation of the given sentence entirely into English:

""A leaf? A flower? A fruit? Water? Who? To Me? With devotion? Offered with profound faith. The Lord is pleased even with a small gift, whether it's a leaf, a flower, a fruit, or water, when it's offered with a pure heart and single-minded devotion. He was not satisfied with the little parched rice from the bundle of Sudama and the small berries offered by Sabari. You don't need to build a golden temple for Him; instead, build a golden temple in your heart. Enthrone Him there. He wants only your devoted heart. But it's difficult to please Indra. You will have to offer valuable material objects to him.""

In this translation, I tried my best to preserve the original sentence's structure and meaning while converting it into English. Please let me know if you have any further questions or requests!"
175,550,26,14,chapter-14-verse-26,मां च योऽव्यभिचारेण भक्ितयोगेन सेवते।स गुणान्समतीत्यैतान् ब्रह्मभूयाय कल्पते।।14.26।।,"māṁ cha yo ’vyabhichāreṇa bhakti-yogena sevate
sa guṇān samatītyaitān brahma-bhūyāya kalpate

","mām—me; cha—only; yaḥ—who; avyabhichāreṇa—unalloyed; bhakti-yogena—through devotion; sevate—serve; saḥ—they; guṇān—the three modes of material nature; samatītya—rise above; etān—these; brahma-bhūyāya—level of Brahman; kalpate—comes to
","And he who serves Me through the unswerving Yoga of Devotion, he, having gone beyond these qualities, qualifies for becoming Brahman.","9.27 Whatever you do, do it as an offering to Me.

करोषि thou doest? - You will attain freedom from the cycle of birth and death.

यत् whatever? - You will attain spiritual growth and development.

अश्नासि thou eatest? - You will experience inner peace and contentment.

यत् whatever? - You will be able to live a life of selfless service to others.

जुहोषि thou offerest in sacrifice? - You will attain spiritual fulfillment and joy.

ददासि thou givest? - You will experience divine blessings and protection.

यत् whatever? - Your actions, thoughts, and feelings will be dedicated to the service of the Lord.

यत् whatever? - Your nature will be transformed into divinity.

कौन्तेय O Kaunteya? - You will attain liberation from the ego and the cycle of birth and death.

तत् that? - You will experience complete freedom in action and thought.

मदर्पणम् offering unto Me. - Your actions will be dedicated to the service of the Lord, leading to spiritual growth and liberation."
176,551,27,14,chapter-14-verse-27,ब्रह्मणो हि प्रतिष्ठाऽहममृतस्याव्ययस्य च।शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च।।14.27।।,"brahmaṇo hi pratiṣhṭhāham amṛitasyāvyayasya cha
śhāśhvatasya cha dharmasya sukhasyaikāntikasya cha
","brahmaṇaḥ—of Brahman; hi—only; pratiṣhṭhā—the basis; aham—I; amṛitasya—of the immortal; avyayasya—of the imperishable; cha—and; śhāśhvatasya—of the eternal; cha—and; dharmasya—of the dharma; sukhasya—of bliss; aikāntikasya—unending; cha—and
","For I am the Abode of Brahman—the indestructible, immutable, eternal, Dharma, and absolute Bliss.","9.28 From good and evil fruits, thus? You shall be freed, O soul, from the bonds of actions. With a mind steadfast in the Yoga of renunciation, you shall attain liberation. Offer everything unto Me, and with a mind endowed with renunciation and Yoga, you shall come to Me when this body falls.

An objector may argue that the Lord has love and hatred as He only bestows His grace on devotees and not on others. However, the Lord is impartial and beyond love and hatred. His grace flows towards all, but a devotee receives it freely because they have opened their heart to its reception. This is explained in the next verse."
177,490,1,13,chapter-13-verse-1,"अर्जुन उवाच

प्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च।

एतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव।।13.1।।
 ","arjuna uvācha
prakṛitiṁ puruṣhaṁ chaiva kṣhetraṁ kṣhetra-jñam eva cha
etad veditum ichchhāmi jñānaṁ jñeyaṁ cha keśhava
","arjunaḥ uvācha—Arjun said; prakṛitim—material nature; puruṣham—the enjoyer; cha—and; eva—indeed; kṣhetram—the field of activities; kṣhetra-jñam—the knower of the field; eva—even; cha—also; etat—this; veditum—to know; ichchhāmi—I wish; jñānam—knowledge; jñeyam—the goal of knowledge; cha—and; keśhava—Krishna, the killer of the demon named Keshi
","Arjuna said, ""I wish to learn about Nature and the Spirit, the field and the knower of the field, knowledge and that which ought to be known, O Kesava.""","The sentence in English is:

""9.29 The same? I am the same to all beings. Not hateful, not partial, I am the enemy of none. Neither have I favored any, nor do I frown upon others. Like fire, I bestow My grace on My devotees, but not due to any attachment on My part. Just as the sun's light reflects in a clean mirror but not in a pot, so too I, the Supreme Lord, manifest Myself only in those whose minds are free from impurities."""
178,491,2,13,chapter-13-verse-2,श्री भगवानुवाचइदं शरीरं कौन्तेय क्षेत्रमित्यभिधीयते।एतद्यो वेत्ति तं प्राहुः क्षेत्रज्ञ इति तद्विदः।।13.2।।,"śhrī-bhagavān uvācha
idaṁ śharīraṁ kaunteya kṣhetram ity abhidhīyate
etad yo vetti taṁ prāhuḥ kṣhetra-jña iti tad-vidaḥ
","śhrī-bhagavān uvācha—the Supreme Divine Lord said; idam—this; śharīram—body; kaunteya—Arjun, the son of Kunti; kṣhetram—the field of activities; iti—thus; abhidhīyate—is termed as; etat—this; yaḥ—one who; vetti—knows; tam—that person; prāhuḥ—is called; kṣhetra-jñaḥ—the knower of the field; iti—thus; tat-vidaḥ—those who discern the truth
","The Blessed Lord said, ""O Arjuna, this body is called the field; he who knows it is called the knower of the field by those who know them.""","9:30 अपि even?
Chet? if?
सुदड़ाचारः a very wicked person?
भजते worships?
माम् Me?
अनन्यभाक् with devotion to none else?
साधुः righteous?
एव verily?
सः he?
मन्तव्यः should be regarded?
सम्यक् rightly?
व्यवसितः resolved?
हि indeed?
सः he.

Even if the most sinful person worships Him with an undivided heart, they too must be deemed righteous for they have made a holy resolution to give up their evil ways. As seen in the example of Rogue Ratnakar, who became Valmiki through his holy resolve, and Jagai and Madhai, who became righteous devotees. Mary Magdalene, a woman of ill repute, became a pious woman. Sin disappears when thoughts of God arise in the mind. Chandrayana and Kricchra Vratas can remove certain particular sins, but the remembrance of the Lord, thoughts of the Supreme Being, Japa (repetition of holy names), meditation, and Abheda Brahma Chintana (contemplation of Brahman with a non-dualistic or Aham Brahmasmi or I am the Absolute attitude) will destroy sins committed by a person even in hundreds of millions of Kalpas or ages. By abandoning evil ways in his external life and through the force of his internal right resolution, he becomes righteous and attains eternal peace."
179,492,3,13,chapter-13-verse-3,"क्षेत्रज्ञं चापि मां विद्धि सर्वक्षेत्रेषु भारत।

क्षेत्रक्षेत्रज्ञयोर्ज्ञानं यत्तज्ज्ञानं मतं मम।।13.3।।
 ","kṣhetra-jñaṁ chāpi māṁ viddhi sarva-kṣhetreṣhu bhārata
kṣhetra-kṣhetrajñayor jñānaṁ yat taj jñānaṁ mataṁ mama
","kṣhetra-jñam—the knower of the field; cha—also; api—only; mām—me; viddhi—know; sarva—all; kṣhetreṣhu—in individual fields of activities; bhārata—scion of Bharat; kṣhetra—the field of activities; kṣhetra-jñayoḥ—of the knower of the field; jñānam—understanding of; yat—which; tat—that; jñānam—knowledge; matam—opinion; mama—my
","And, O scion of the Bharata dynasty, understand Me to be the 'Knower of the field' in all the fields. In My opinion, that is Knowledge which is the knowledge of the field and the knower of the field.","Sure, here is the translation of the given Hindi sentence entirely into English:

""9.31 क्षिप्रम् soon? He becomes righteous? Eternal? Peace? Does he attain to it? O son of Kunti? Can I proclaim for certain? Not? My? Bhakta? Perishes."""
